Student_Id,Gender,Age,City_Tier,SSC_Percentage,SSC_Board,HSC_Percentage,HSC_Board,HSC_Stream,Degree_Percentage,Degree_Field,MBA_Percentage,Specialization,Internships,Projects,Certificates,Technical_Skills_Score,Soft_Skills_Score,Aptitude_Skills_Score,communication_score,Work_Experience_Months,Leadership_Roles,Extracurricular_Activities,Backlogs,Placed,Salary_LPA,Has_MBA
STU000344,Male,23,"Tier 2",75.02,State,75.03,State,Commerce,76.17,Engineering,0,"Not Applicable",2,0,0,7.7,7.2,86.2,6.2,0,3,2,4,0,0,0
STU000345,Male,20,"Tier 1",48.08,State,40,State,Science,50.89,Arts,0,"Not Applicable",2,6,0,6.9,6.2,39.7,5.6,29,1,3,1,0,0,0
STU000346,Female,23,"Tier 3",87.38,State,80.63,CBSE,Commerce,64.66,Engineering,0,"Not Applicable",2,3,2,4.5,4.4,43.1,3.9,0,2,5,5,0,0,0
STU000347,Female,18,"Tier 2",64.32,CBSE,70.44,ICSE,Science,62.56,Engineering,65.2,"Marketing & HR",4,7,2,8,6.9,74.1,9.7,0,1,5,1,1,13.54,1
STU000348,Male,21,"Tier 3",68.83,ICSE,69.69,CBSE,Arts,78.47,Science,0,"Not Applicable",1,3,0,7.9,8.7,57.4,8.9,0,0,3,0,1,9.77,0
STU000349,Male,22,"Tier 2",73.53,State,74.49,State,Science,63.74,Arts,0,"Not Applicable",2,1,3,9,10,80.1,10,15,1,9,0,1,11.7,0
STU000350,Female,22,"Tier 3",64.26,CBSE,69.54,State,Science,60.26,Business,0,"Not Applicable",1,2,0,5.3,4.3,63.5,4.3,0,0,6,1,0,0,0
STU000351,Male,22,"Tier 3",57.61,State,62.87,State,Science,61.07,Business,73.49,"Marketing & HR",1,1,2,6.2,5.7,61,6.3,4,0,3,1,1,7.84,1
STU000352,Female,21,"Tier 2",62.2,State,73.83,State,Commerce,73.82,Arts,0,"Not Applicable",3,5,2,8,7.6,71.5,8.5,0,0,1,1,1,10.88,0
STU000353,Female,23,"Tier 3",65.28,State,58.73,State,Science,55.75,Science,0,"Not Applicable",1,8,3,2.2,2.2,47.8,3.4,0,2,0,3,1,7.26,0
STU000354,Male,20,"Tier 2",63.16,CBSE,73.45,ICSE,Arts,72.96,Engineering,0,"Not Applicable",0,2,1,7.3,6.2,72.5,8.1,0,1,4,0,1,11.12,0
STU000355,Male,25,"Tier 3",71.42,State,86.57,CBSE,Science,89.28,Engineering,0,"Not Applicable",1,2,0,7.3,6.4,60.8,6,0,0,4,0,1,11.62,0
STU000356,Female,25,"Tier 1",73.85,CBSE,72.98,CBSE,Science,88.04,Arts,69.27,"Finance & HR",5,4,0,7.2,9.1,60.9,8.8,0,3,1,0,1,13.22,1
STU000357,Male,22,"Tier 3",85.32,State,70.96,ICSE,Commerce,81.86,Science,0,"Not Applicable",1,6,3,7.2,8.5,27.9,8.4,22,0,0,1,1,11.94,0
STU000358,Female,22,"Tier 2",68.35,CBSE,53.06,ICSE,Science,47.43,Business,0,"Not Applicable",1,3,2,5.6,6.8,37.5,4.8,2,0,1,0,1,7.27,0
STU000359,Female,25,"Tier 2",88.11,State,91.78,ICSE,Arts,81.74,Engineering,0,"Not Applicable",1,3,3,4.9,7.6,64.7,8.4,8,0,0,0,1,13.11,0
STU000360,Female,21,"Tier 1",62.84,State,60.92,State,Science,66.67,Engineering,0,"Not Applicable",3,2,1,1.8,1,100,1.4,0,1,1,0,0,0,0
STU000361,Male,22,"Tier 2",57.81,CBSE,58.05,State,Commerce,55.58,Engineering,0,"Not Applicable",0,1,2,4.4,5.4,51.4,5,0,0,4,0,1,8.42,0
STU000362,Female,21,"Tier 2",83.16,CBSE,85.5,State,Science,74.61,Engineering,0,"Not Applicable",2,3,5,6.5,6.4,53.8,4.9,0,0,1,0,1,12.57,0
STU000363,Male,20,"Tier 3",56.7,State,50.46,CBSE,Commerce,53.65,Arts,0,"Not Applicable",3,3,4,3,4,58.4,2.8,0,1,2,0,0,0,0
STU000364,Male,20,"Tier 3",63.38,ICSE,57.04,State,Commerce,56.3,Other,66.78,"Finance & HR",4,6,5,3.5,6.6,53.7,8.1,0,1,0,0,1,9.31,1
STU000365,Female,22,"Tier 1",100,State,97.54,CBSE,Science,93.89,Engineering,0,"Not Applicable",2,7,3,5.2,5.4,42.4,4.6,0,2,2,2,1,13.12,0
STU000366,Male,21,"Tier 3",83.64,State,75.83,State,Arts,86.77,Science,0,"Not Applicable",3,2,2,5.4,7.1,68.7,9.2,0,4,2,3,1,10.75,0
STU000367,Female,22,"Tier 1",93.52,ICSE,91.24,ICSE,Arts,94.9,Engineering,0,"Not Applicable",0,4,5,8.8,10,57.3,9,0,0,3,1,1,16,0
STU000368,Female,21,"Tier 2",77.44,State,90.84,State,Science,79.06,Engineering,70,"Finance & HR",4,4,3,6.1,7,58.6,6.5,31,0,4,4,1,16.85,1
STU000369,Male,21,"Tier 3",68.98,State,60.09,ICSE,Commerce,66.45,Science,0,"Not Applicable",2,2,2,8,6.6,68.2,7,0,0,4,0,1,9.82,0
STU000370,Male,22,"Tier 3",71.9,CBSE,58.07,CBSE,Science,63.72,Engineering,0,"Not Applicable",1,1,0,4.4,5.1,67.2,5.1,22,1,2,1,1,10.74,0
STU000371,Male,22,"Tier 1",86.67,State,91.45,State,Arts,96.95,Business,73.28,"Marketing & HR",1,0,7,9.2,9.9,65.3,10,10,3,2,2,1,15.36,1
STU000372,Male,23,"Tier 1",56.47,State,58.36,CBSE,Science,68.5,Science,0,"Not Applicable",0,3,1,6.7,6.8,46,6.9,5,0,0,4,0,0,0
STU000373,Male,22,"Tier 1",74.14,CBSE,78.83,State,Science,73.35,Business,0,"Not Applicable",1,3,2,7.2,7.9,68.5,7.2,0,0,3,1,1,12.54,0
STU000374,Female,20,"Tier 3",55.92,State,55.06,CBSE,Commerce,52.43,Business,61.31,"Finance & HR",0,2,2,10,10,43.4,9.5,0,2,4,0,1,8.7,1
STU000375,Male,23,"Tier 2",73.01,ICSE,82.66,State,Science,54.42,Engineering,0,"Not Applicable",0,3,4,8.8,8.1,42.7,7.2,8,1,3,1,1,12.14,0
STU000376,Male,21,"Tier 2",62.18,CBSE,52.5,ICSE,Science,45,Engineering,0,"Not Applicable",0,3,5,7.7,4.3,72.3,2.6,28,1,5,0,1,13.3,0
STU000377,Female,23,"Tier 3",70.97,ICSE,81.71,CBSE,Science,82.84,Engineering,0,"Not Applicable",2,1,3,7.3,6.8,55.5,6.9,0,2,3,0,1,9.64,0
STU000378,Male,21,"Tier 2",92.67,State,88.92,State,Science,85.98,Business,0,"Not Applicable",5,3,1,4.8,5.9,85.2,5,0,0,3,2,1,14.01,0
STU000379,Female,22,"Tier 3",57.09,CBSE,48.95,ICSE,Arts,45,Engineering,0,"Not Applicable",4,0,3,5.8,5.9,61,4,0,0,5,0,1,8.57,0
STU000380,Male,20,"Tier 3",58.32,ICSE,72.6,CBSE,Science,71.97,Engineering,0,"Not Applicable",0,2,1,4.3,6.1,43,6.1,23,1,1,1,0,0,0
STU000381,Male,20,"Tier 2",68.39,CBSE,56.63,State,Commerce,60.99,Other,56.02,"Finance & HR",5,2,5,2.7,2.1,67.3,1,16,3,3,7,0,0,1
STU000382,Female,26,"Tier 3",84.45,CBSE,88.21,CBSE,Commerce,81.71,Engineering,72.5,"Marketing & HR",1,2,0,3.9,4.6,89.6,3.2,0,1,5,4,1,9.83,1
STU000383,Female,18,"Tier 3",70.71,CBSE,79.61,State,Science,74.28,Business,0,"Not Applicable",1,4,4,7.9,8,97.2,6.9,0,1,2,0,1,11.58,0
STU000384,Female,22,"Tier 3",66.6,State,70.25,CBSE,Science,66.32,Business,0,"Not Applicable",2,6,4,5.8,3.5,65.1,4.7,23,2,3,0,1,11.76,0
STU000385,Female,18,"Tier 2",90.88,State,97.72,State,Science,100,Business,0,"Not Applicable",0,5,1,6.4,5.6,52.6,5.5,1,2,1,4,1,9.98,0
STU000386,Female,22,"Tier 1",66.62,State,72.14,ICSE,Science,80.21,Science,0,"Not Applicable",1,4,0,7.8,7.4,75,7.8,5,2,4,1,1,12.17,0
STU000387,Male,20,"Tier 1",57.8,CBSE,55.75,CBSE,Arts,45.97,Engineering,0,"Not Applicable",3,3,2,2,4.2,73.6,6.6,28,1,6,3,0,0,0
STU000388,Male,23,"Tier 3",60.2,CBSE,77.72,ICSE,Science,69.75,Other,59.93,"Marketing & HR",2,2,2,6.2,7.8,83.3,7.9,0,0,7,5,1,8.25,1
STU000389,Female,21,"Tier 3",75.33,CBSE,77.35,ICSE,Science,84.56,Business,0,"Not Applicable",0,3,1,5.9,5.7,69.4,6.3,0,3,3,0,1,9.93,0
STU000390,Female,21,"Tier 2",68.26,CBSE,67.01,State,Science,82.25,Other,68.62,"Marketing & Finance",2,4,4,6.8,7.5,47.3,8.4,35,0,6,0,1,15.2,1
STU000391,Other,21,"Tier 1",93.02,State,96.08,ICSE,Commerce,98.68,Other,50,"Finance & HR",2,2,0,6.6,7.3,73.1,6.7,20,1,0,0,1,13.92,1
STU000392,Male,20,"Tier 3",49.54,CBSE,70.27,CBSE,Science,76.9,Arts,0,"Not Applicable",1,4,3,6.7,8.8,66.2,8.7,0,0,4,0,1,8.35,0
STU000393,Male,21,"Tier 2",84.11,CBSE,90.5,State,Commerce,89.87,Arts,0,"Not Applicable",1,6,1,4.4,4.9,40.2,5.8,0,1,3,2,0,0,0
STU000394,Female,21,"Tier 1",58.48,State,64.56,CBSE,Commerce,52.36,Science,67.2,"Marketing & Finance",0,2,2,2.6,1.8,38.5,3.1,28,0,6,0,1,9.87,1
STU000395,Male,22,"Tier 2",78.04,CBSE,83.91,CBSE,Commerce,77.29,Engineering,0,"Not Applicable",1,0,5,6.1,8,68.8,8.5,8,2,3,0,1,12.11,0
STU000396,Female,22,"Tier 1",83.43,State,78.77,CBSE,Science,74.66,Engineering,0,"Not Applicable",0,5,1,6.6,6.7,34,7.7,27,0,1,2,0,0,0
STU000397,Female,20,"Tier 1",84.63,CBSE,90.49,CBSE,Commerce,93.23,Engineering,0,"Not Applicable",0,3,0,7,10,70.4,9.1,7,2,3,0,1,12.99,0
STU000398,Male,21,"Tier 1",79.28,CBSE,72.4,ICSE,Commerce,69.85,Engineering,0,"Not Applicable",3,4,0,2,4.7,87.1,4.8,6,0,2,0,1,13.83,0
STU000399,Female,22,"Tier 1",71.16,State,82.55,State,Commerce,76.43,Business,0,"Not Applicable",2,2,4,7.3,9.2,26.7,8.8,25,3,5,2,1,16.98,0
STU000400,Female,21,"Tier 1",75.3,CBSE,80.43,ICSE,Commerce,79.49,Engineering,0,"Not Applicable",2,5,3,8.6,9.9,39,9.5,0,1,3,0,1,15.06,0
STU000401,Male,20,"Tier 1",60.88,CBSE,68.09,CBSE,Arts,73.48,Engineering,0,"Not Applicable",4,5,0,7.1,7.8,58.3,7.4,33,1,3,2,1,16.92,0
STU000402,Female,22,"Tier 2",40,CBSE,40,CBSE,Science,45,Engineering,0,"Not Applicable",1,4,2,6.4,5.7,48.3,4.7,3,0,5,3,0,0,0
STU000403,Male,22,"Tier 1",78.45,CBSE,77.11,State,Science,67.18,Science,56.67,"Marketing & Finance",0,4,3,2.8,1.8,61.8,1.7,0,0,7,0,1,10.24,1
STU000404,Female,22,"Tier 1",62.83,CBSE,51.89,State,Arts,51.44,Business,0,"Not Applicable",2,0,0,6.3,5.4,70.9,6.3,2,3,1,0,1,8.91,0
STU000405,Male,21,"Tier 1",64,State,65.88,CBSE,Science,64.08,Other,0,"Not Applicable",3,3,3,3.5,3.4,75.1,2.6,34,1,3,4,1,12.89,0
STU000406,Female,20,"Tier 2",77.23,CBSE,75.83,CBSE,Commerce,85.77,Business,0,"Not Applicable",2,2,0,4.5,5.2,46.3,4.4,7,0,4,1,1,12.19,0
STU000407,Male,24,"Tier 3",63.01,ICSE,78.35,CBSE,Commerce,74,Other,58.29,"Marketing & Finance",4,4,2,3.4,4.9,60.9,5.9,5,4,5,1,0,0,1
STU000408,Male,22,"Tier 1",66.08,CBSE,58.74,State,Commerce,56.62,Engineering,59.8,"Marketing & HR",0,4,3,5.8,9,65.4,10,12,0,1,0,1,12.71,1
STU000409,Female,24,"Tier 3",85.81,CBSE,86.65,State,Science,85.82,Engineering,0,"Not Applicable",2,0,1,2.9,6.1,71.9,6.4,0,1,1,1,1,10.75,0
STU000410,Male,20,"Tier 3",94.62,State,77.6,CBSE,Science,80.36,Science,59.87,"Marketing & HR",1,0,5,1.7,2.9,45.8,2,0,1,3,0,0,0,1
STU000411,Male,22,"Tier 2",88.87,State,96.83,CBSE,Science,98.41,Engineering,0,"Not Applicable",1,3,0,3.8,5.6,81.8,4.7,6,1,5,3,1,13.22,0
STU000412,Female,20,"Tier 3",78.86,ICSE,69.93,State,Commerce,74.61,Science,61.36,"Finance & HR",2,5,4,3.7,2.1,68.2,2.4,19,0,2,2,0,0,1
STU000413,Female,23,"Tier 1",75.68,State,67.42,State,Science,64.09,Engineering,0,"Not Applicable",1,5,1,3.5,4.5,38.3,6.1,0,0,2,0,0,0,0
STU000414,Female,21,"Tier 1",84.19,CBSE,72.12,CBSE,Science,66.82,Engineering,55.84,"Marketing & Finance",1,6,2,6,5.4,38.4,5.5,0,0,2,0,0,0,1
STU000415,Female,22,"Tier 3",76.72,State,78.33,State,Commerce,65.73,Arts,56.88,"Marketing & Finance",0,2,1,6.5,6.5,78.3,6.3,0,0,5,0,1,7.1,1
STU000416,Male,24,"Tier 1",68.57,CBSE,78.06,CBSE,Science,82.51,Engineering,0,"Not Applicable",3,3,4,6.8,6.5,90.6,5.2,8,0,0,8,1,15.73,0
STU000417,Male,21,"Tier 3",64.67,State,68.5,State,Commerce,80.49,Engineering,0,"Not Applicable",2,1,1,8.9,9.3,34.7,8.3,0,0,6,1,1,11.11,0
STU000418,Male,22,"Tier 3",80.63,State,83.53,State,Science,88,Business,0,"Not Applicable",0,3,1,6.6,8.9,51,7.9,19,1,4,1,1,10.88,0
STU000419,Female,20,"Tier 1",69.66,ICSE,69.65,CBSE,Commerce,63.76,Business,0,"Not Applicable",1,4,1,6,6.7,41.3,5.2,25,1,1,1,1,13.66,0
STU000420,Female,21,"Tier 3",72.24,State,85.58,State,Commerce,81.4,Engineering,68.17,"Marketing & HR",2,2,2,4.6,6.8,60.6,5.2,0,0,5,1,1,9.73,1
STU000421,Female,20,"Tier 2",58.81,CBSE,69.27,CBSE,Arts,82.04,Science,0,"Not Applicable",1,2,0,4.7,7.3,21.4,8.4,15,1,2,2,1,8.12,0
STU000422,Female,20,"Tier 2",95.34,State,87.66,CBSE,Commerce,77.27,Business,0,"Not Applicable",0,3,0,9,10,57.3,10,0,0,7,1,1,12.68,0
STU000423,Male,22,"Tier 1",78.16,ICSE,65.28,State,Commerce,58.91,Business,0,"Not Applicable",0,3,3,5.2,4.3,54.4,5.4,0,0,4,0,1,9.45,0
STU000424,Male,21,"Tier 3",65.75,CBSE,63.22,ICSE,Arts,59.57,Science,0,"Not Applicable",1,4,2,8.2,7.8,50,8.1,0,2,1,7,1,6.99,0
STU000425,Male,21,"Tier 2",75.91,State,62.09,State,Science,73.39,Engineering,0,"Not Applicable",3,3,4,3.5,5.7,67,5.5,0,1,4,2,1,12.41,0
STU000426,Male,23,"Tier 3",73.9,State,70.3,CBSE,Commerce,74.81,Science,50.9,"Marketing & Finance",4,7,1,3.9,5,46.5,3.8,7,0,7,2,1,9.65,1
STU000427,Male,21,"Tier 2",91.18,State,92.87,CBSE,Science,80.49,Engineering,69.25,"Marketing & HR",0,1,7,5.4,4.7,17.9,5.3,15,0,3,0,1,12.1,1
STU000428,Female,21,"Tier 2",67.91,State,61.01,State,Science,73.17,Science,54.14,"Finance & HR",1,1,0,6,7.4,63.5,8.5,17,0,3,0,1,11.65,1
STU000429,Male,23,"Tier 2",70.54,ICSE,62.44,State,Commerce,64.05,Other,0,"Not Applicable",0,7,3,5.9,8,76.5,7.6,9,0,3,1,1,10.15,0
STU000430,Male,21,"Tier 3",68.18,CBSE,53.84,CBSE,Science,48.58,Engineering,0,"Not Applicable",3,6,3,5.5,8,55.3,8.5,11,0,3,0,1,8.69,0
STU000431,Male,23,"Tier 2",42.88,ICSE,46.62,ICSE,Science,45,Other,0,"Not Applicable",4,3,2,5.6,6.9,59.7,7.1,0,1,2,0,1,9.38,0
STU000432,Female,21,"Tier 3",78.73,State,78.97,State,Commerce,75.88,Science,0,"Not Applicable",0,2,6,3.5,5,40.3,3.5,0,0,2,3,1,7.58,0
STU000433,Female,25,"Tier 3",96.39,CBSE,100,State,Science,97.22,Science,55.3,"Finance & HR",1,2,2,8.4,9.5,49.3,10,34,0,3,5,1,14.4,1
STU000434,Male,24,"Tier 1",60.92,State,49.05,CBSE,Arts,45,Engineering,79.21,"Finance & HR",2,1,0,8.3,8,26.5,7.9,0,0,0,4,1,10.87,1
STU000435,Male,23,"Tier 2",71.1,CBSE,70.22,State,Science,66.2,Arts,0,"Not Applicable",1,5,1,7.8,8.5,75.4,7.9,0,2,6,7,0,0,0
STU000436,Female,20,"Tier 1",85.42,CBSE,83.91,CBSE,Science,86.61,Business,81.76,"Marketing & HR",1,6,3,6.3,6.3,46.8,6.4,2,3,4,0,1,12.08,1
STU000437,Male,22,"Tier 3",74.38,State,68.93,State,Commerce,76.41,Engineering,0,"Not Applicable",2,3,1,6.3,6.4,60,7.9,0,2,5,2,1,9.06,0
STU000438,Female,23,"Tier 2",83.11,State,92.05,CBSE,Science,100,Engineering,0,"Not Applicable",3,3,1,6.7,4.3,48.6,4.1,0,0,4,0,1,12.97,0
STU000439,Female,21,"Tier 3",79.93,CBSE,94.68,CBSE,Science,100,Business,0,"Not Applicable",3,2,2,8.3,10,64.8,9.3,11,0,0,0,1,11.65,0
STU000440,Male,20,"Tier 1",80.41,State,82.49,CBSE,Science,97.73,Business,0,"Not Applicable",2,3,1,4.3,4.8,63.1,3.8,33,0,3,1,1,17.95,0
STU000441,Male,21,"Tier 3",64.58,State,68.84,CBSE,Science,63.7,Other,0,"Not Applicable",1,4,1,3.4,2.8,55.6,3.2,15,3,4,0,1,8.04,0
STU000442,Other,22,"Tier 3",61.18,State,69.04,State,Commerce,71.9,Other,65.39,"Finance & HR",1,3,5,4.3,3.5,37.9,3.9,5,0,4,1,1,8.63,1
STU000443,Male,21,"Tier 1",67.89,State,60.77,CBSE,Science,63.26,Other,0,"Not Applicable",0,0,1,3.8,3.2,48.6,2.9,34,0,2,2,0,0,0
STU000444,Male,22,"Tier 3",60.41,State,51.7,State,Science,60.96,Engineering,56.19,"Finance & HR",3,2,0,8.5,8,97.1,9.4,20,0,3,0,1,13.37,1
STU000445,Female,21,"Tier 2",67.99,State,78.73,State,Commerce,66.05,Business,82.3,"Marketing & Finance",2,3,1,8.9,10,67.7,10,0,0,3,0,1,11.45,1
STU000446,Female,21,"Tier 1",67.32,CBSE,63.81,State,Science,58.03,Engineering,50.28,"Marketing & HR",3,3,0,6.1,6.1,54.6,5.8,0,3,0,1,0,0,1
STU000447,Other,22,"Tier 3",72.6,State,65.52,CBSE,Science,74.26,Engineering,0,"Not Applicable",0,5,1,5.2,4.2,52.3,3.7,0,3,0,0,0,0,0
STU000448,Female,20,"Tier 3",87.66,State,80.64,State,Science,87.64,Science,76.77,"Finance & HR",2,3,1,4.5,6.5,44.2,6.7,27,0,1,0,1,10.01,1
STU000449,Male,22,"Tier 1",67.04,State,75.42,CBSE,Science,49.13,Other,63.21,"Marketing & HR",4,3,4,6.6,5,74.6,4.3,0,4,1,1,1,14.11,1
STU000450,Male,25,"Tier 3",58.74,State,57.12,CBSE,Science,61.79,Other,65.56,"Marketing & HR",1,6,0,2.2,4.7,74.8,5.5,0,0,2,4,0,0,1
STU000451,Female,22,"Tier 2",58.75,State,63.41,State,Science,69.71,Science,76.39,"Finance & HR",2,9,1,5.7,5.5,69.1,6.2,17,3,4,4,1,9.22,1
STU000452,Female,21,"Tier 2",87.45,CBSE,73.56,CBSE,Commerce,83.9,Business,59.72,"Finance & HR",1,1,8,3.7,3.3,51.3,5.9,29,1,8,0,1,13.25,1
STU000453,Male,24,"Tier 2",93.08,ICSE,100,CBSE,Commerce,92.22,Arts,67.86,"Finance & HR",1,3,7,8.9,10,32.2,10,4,1,6,0,1,12.11,1
STU000454,Female,22,"Tier 2",67.51,ICSE,64.8,State,Commerce,70.04,Business,0,"Not Applicable",4,3,1,5,3.2,54.2,3,15,1,1,0,1,11.03,0
STU000455,Male,22,"Tier 2",74.93,CBSE,78.12,State,Commerce,70.37,Science,0,"Not Applicable",1,5,2,6.3,6.4,57.9,7.5,1,1,1,0,1,9.9,0
STU000456,Male,21,"Tier 3",95.29,ICSE,86.93,State,Science,88.82,Business,70.45,"Marketing & Finance",1,3,1,4.3,5.6,81.5,7,6,4,2,0,1,9.88,1
STU000457,Male,19,"Tier 2",59.94,State,64.93,CBSE,Arts,64.57,Business,0,"Not Applicable",3,3,6,5.4,6.6,57.7,6.3,0,1,2,0,1,9.36,0
STU000458,Male,21,"Tier 2",86.79,State,80.35,State,Commerce,84.96,Arts,0,"Not Applicable",3,3,3,4.2,5.6,71.7,5,0,3,4,1,1,11.15,0
STU000459,Male,23,"Tier 2",71.54,State,79.83,State,Commerce,76.33,Science,0,"Not Applicable",0,3,0,8.7,9.4,45.4,10,31,2,4,1,1,10.81,0
STU000460,Male,21,"Tier 2",75.36,CBSE,78.34,State,Science,72.92,Science,0,"Not Applicable",1,3,1,8.3,7.9,59.4,8.8,0,2,2,1,1,9.44,0
STU000461,Male,21,"Tier 2",61.01,State,54.71,CBSE,Science,60.51,Engineering,0,"Not Applicable",2,2,2,3.6,5.7,55.7,7.4,34,3,2,0,1,12.65,0
STU000462,Female,22,"Tier 1",60.66,CBSE,74.27,State,Science,57.81,Business,0,"Not Applicable",0,3,2,4.1,2.5,88.5,2.1,19,1,3,0,1,12,0
STU000463,Female,21,"Tier 3",65.34,CBSE,50.28,State,Arts,52.9,Science,0,"Not Applicable",2,4,1,4.9,5.5,79,4.8,13,3,4,3,1,9.7,0
STU000464,Female,23,"Tier 2",67.67,State,70.94,CBSE,Commerce,61.07,Business,0,"Not Applicable",1,3,0,5.7,4,48.2,5.1,17,0,2,0,1,11.21,0
STU000465,Female,23,"Tier 2",69.88,State,61.75,State,Arts,67.24,Engineering,69.98,"Marketing & Finance",2,3,6,7.8,9.9,47.3,9.9,0,1,5,2,1,10.04,1
STU000466,Male,19,"Tier 2",62.19,State,72.34,State,Arts,58.97,Other,0,"Not Applicable",3,2,3,8.7,10,80.5,8.2,0,4,2,1,1,10.44,0
STU000467,Male,22,"Tier 3",58.63,State,55.33,State,Science,45,Engineering,0,"Not Applicable",1,3,1,4.9,6.2,55.8,5.4,16,0,8,0,1,8.87,0
STU000468,Female,21,"Tier 2",78.06,State,75.36,ICSE,Arts,68.85,Business,0,"Not Applicable",0,6,0,7.5,8.2,93.2,6.9,29,4,6,0,1,14.54,0
STU000469,Male,22,"Tier 2",55.36,State,53.26,State,Science,63.42,Engineering,0,"Not Applicable",1,3,2,8.2,8.4,60.6,7.9,3,0,3,0,1,9.98,0
STU000470,Female,22,"Tier 2",100,State,100,ICSE,Commerce,100,Business,0,"Not Applicable",1,6,2,10,10,100,9.8,0,0,4,1,1,16.49,0
STU000471,Male,18,"Tier 3",74.65,ICSE,96.97,CBSE,Science,84.94,Other,0,"Not Applicable",3,3,0,1.1,1,62.3,1.5,21,1,7,0,1,10.54,0
STU000472,Female,22,"Tier 1",85.03,CBSE,94.94,State,Science,80.14,Arts,0,"Not Applicable",2,3,2,9.9,10,69,9.1,0,0,0,3,1,12.53,0
STU000473,Male,20,"Tier 2",73.59,ICSE,73.62,ICSE,Science,56.38,Science,0,"Not Applicable",0,2,1,4.6,7.5,47.5,7.4,3,1,2,0,1,8.21,0
STU000474,Female,22,"Tier 1",63.2,ICSE,45.53,State,Science,58.33,Other,59.31,"Finance & HR",2,4,7,3.5,3.2,77.1,4.5,18,1,2,2,0,0,1
STU000475,Male,23,"Tier 2",61.78,CBSE,56.32,ICSE,Science,47.72,Business,0,"Not Applicable",0,3,5,10,10,84.8,8.3,13,2,2,4,1,12.68,0
STU000476,Other,20,"Tier 3",82.79,CBSE,77.9,CBSE,Commerce,85.48,Other,0,"Not Applicable",0,8,0,1.8,2.8,49.7,4.1,32,0,2,2,0,0,0
STU000477,Male,21,"Tier 3",60.79,CBSE,57.04,State,Science,60.41,Business,0,"Not Applicable",1,4,1,8.1,7.1,94.9,6.9,0,0,3,1,1,7.71,0
STU000478,Female,19,"Tier 1",81.27,ICSE,86.65,CBSE,Commerce,67.34,Engineering,0,"Not Applicable",3,3,3,8.2,7.1,72.7,6.9,23,4,4,0,1,20.33,0
STU000479,Female,21,"Tier 2",66.34,State,76.68,ICSE,Science,68.3,Other,53.77,"Marketing & HR",2,3,6,6.9,6.6,80.2,6.6,0,3,4,1,1,12.45,1
STU000480,Male,23,"Tier 1",61.7,State,67.17,State,Commerce,54.86,Engineering,0,"Not Applicable",2,1,6,5.8,4.5,62.5,4.4,0,1,0,1,1,11.67,0
STU000481,Female,22,"Tier 1",80.92,CBSE,73.56,CBSE,Science,72.34,Engineering,0,"Not Applicable",2,4,1,4.3,5,63.3,4.3,23,0,2,3,1,16.38,0
STU000482,Female,21,"Tier 2",73.03,CBSE,63.36,CBSE,Science,52.47,Engineering,65.57,"Finance & HR",1,4,1,3.5,4.2,47.3,3.7,18,0,1,2,1,10.09,1
STU000483,Male,24,"Tier 1",83.44,State,89.57,State,Commerce,76.87,Business,52.9,"Finance & HR",3,3,0,7.9,7.3,50.9,7.8,19,0,4,0,1,17.12,1
STU000484,Female,22,"Tier 2",79.08,ICSE,77.5,State,Commerce,80.4,Engineering,50,"Finance & HR",1,6,0,7,6,52.9,6.5,9,0,1,2,1,10.17,1
STU000485,Female,25,"Tier 3",79.5,ICSE,76.89,ICSE,Science,69.45,Engineering,0,"Not Applicable",1,3,2,1.3,1.8,69.1,1.5,21,1,1,1,0,0,0
STU000486,Female,22,"Tier 2",46.72,State,45.44,ICSE,Arts,45,Business,83.16,"Marketing & Finance",0,5,3,8.9,9.3,99.2,9.1,32,1,0,0,1,12.89,1
STU000487,Male,24,"Tier 2",75.58,CBSE,83.4,CBSE,Science,78.76,Engineering,53.11,"Marketing & Finance",3,3,2,8.7,10,41.5,10,0,0,3,3,1,13.53,1
STU000488,Male,22,"Tier 3",77.16,ICSE,82.8,State,Commerce,74.07,Engineering,0,"Not Applicable",2,2,1,6.7,7.8,83.4,6.9,0,2,0,2,1,9.86,0
STU000489,Female,25,"Tier 3",100,CBSE,98.38,State,Science,100,Business,90.99,"Marketing & Finance",5,8,1,10,10,72.1,10,0,0,0,1,1,15.41,1
STU000490,Female,22,"Tier 3",78.02,CBSE,79.07,State,Science,74.11,Engineering,0,"Not Applicable",2,1,0,5.4,8.6,70.7,8.6,0,1,7,3,0,0,0
STU000491,Male,22,"Tier 3",58.86,State,49.02,State,Arts,45,Business,69.33,"Marketing & Finance",0,2,2,4.1,4,49.6,4.3,33,0,3,0,1,8.35,1
STU000492,Female,20,"Tier 2",96.06,State,100,State,Commerce,100,Engineering,0,"Not Applicable",0,2,4,8,10,68.4,9.6,17,5,5,0,1,15.96,0
STU000493,Male,24,"Tier 2",65.38,State,63.91,CBSE,Science,67.12,Arts,0,"Not Applicable",1,1,2,7,9.8,45.7,10,7,1,3,0,0,0,0
STU000494,Male,21,"Tier 1",68.06,State,81.07,State,Commerce,69.52,Business,63.86,"Marketing & HR",2,6,1,3,3.1,64.5,4.4,34,3,4,1,1,13.68,1
STU000495,Male,22,"Tier 3",77.75,State,72.36,State,Science,71.67,Engineering,0,"Not Applicable",1,4,2,2.9,3.6,37.7,4.6,35,1,0,0,0,0,0
